pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
adenosine nucleotides degradation II	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
guanosine nucleotides degradation III	0.717557251908397	0.844998004366915	-0.64161220043573	-0.843576107435482	375	1	deoD
pyridoxal 5'-phosphate salvage I	0.721413721413721	0.844998004366915	0.620915032679739	0.838687527588405	346	1	pdxK
hydroxymethylpyrimidine salvage	0.721413721413721	0.844998004366915	0.620915032679739	0.838687527588405	346	1	pdxK
tyrosine biosynthesis I	0.723048327137547	0.844998004366915	0.58688843412408	0.873545917597486	388	2	pheA, tyrA
phenylalanine biosynthesis I	0.723048327137547	0.844998004366915	0.58688843412408	0.873545917597486	388	2	pheA, tyrA
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	0.725040916530278	0.844998004366915	0.444201312910284	0.84579247353622	442	5	dut, thyA, tmk, dcd, ndk
phosphatidylethanolamine biosynthesis I	0.725190839694656	0.844998004366915	-0.637254901960784	-0.83784723743592	379	1	pssA
superpathway of tryptophan biosynthesis	0.726342710997442	0.844998004366915	-0.339187705817783	-0.801207220674677	283	8	ubiC, aroG, trpA, aroL, aroD, aroK, aroE, aroB
asparagine degradation I	0.726881720430108	0.844998004366915	-0.52601899964447	-0.788729330553312	337	2	ansB
superpathway of tetrahydrofolate biosynthesis	0.726881720430108	0.844998004366915	-0.526717557251908	-0.789776769665663	337	2	folE, folP
thioredoxin pathway	0.727099236641221	0.844998004366915	-0.636165577342048	-0.83641501993603	380	1	trxA
NAD biosynthesis I (from aspartate)	0.727650727650728	0.844998004366915	0.618736383442266	0.835744764333709	349	1	nadE
NAD salvage pathway I	0.727650727650728	0.844998004366915	0.618736383442266	0.835744764333709	349	1	nadE
glycerol degradation to butanol	0.730366492146597	0.844998004366915	-0.371726751745832	-0.791219972557216	278	6	fadA, gldA
homolactic fermentation	0.736497545008183	0.848287350946925	0.370244286542719	0.808361078097593	449	8	eno, pgi, pfkA, pgk, tpiA, gpmA
chorismate biosynthesis from 3-dehydroquinate	0.762541806020067	0.87242134548791	0.466008096175794	0.825221482122095	455	4	aroE, aroK, aroD, aroL
lysine biosynthesis I	0.764214046822743	0.87242134548791	0.46352949134561	0.820832292388388	456	4	thrA, dapD, dapA
3-dehydroquinate biosynthesis I	0.776951672862453	0.883055205279793	0.565619614017748	0.841888638469587	417	2	aroB, aroG
purine deoxyribonucleosides salvage	0.802150537634409	0.905102113427738	-0.490730643402399	-0.735816866148133	372	2	ndk, gmk
superoxide radicals degradation	0.803435114503817	0.905102113427738	-0.598039215686274	-0.786287407439863	420	1	katE
"superpathway of lysine, threonine and methionine biosynthesis I"	0.806873977086743	0.905102113427738	0.401944495475707	0.76533233732546	492	5	thrA, dapD, dapA
"hexitol fermentation to lactate, formate, ethanol and acetate"	0.811783960720131	0.906667800284822	0.346532713047357	0.756591168849068	495	8	eno, pfkA, pgk, tpiA, gpmA
lipoate biosynthesis and incorporation I	0.828996282527881	0.91402154227433	0.534351145038168	0.795347521217205	445	2	lipB, acpP
CDP-diacylglycerol biosynthesis II	0.828996282527881	0.91402154227433	0.534351145038168	0.795347521217205	445	2	cdsA, acpP
phosphatidylglycerol biosynthesis I (plastidic)	0.828996282527881	0.91402154227433	0.534351145038168	0.795347521217205	445	2	cdsA, acpP
lipid IV<sub>A</sub> biosynthesis	0.844405594405594	0.921129503407984	0.457865169218838	0.747423166092819	482	3	lpxD, acpP, lpxC
CDP-diacylglycerol biosynthesis I	0.846153846153846	0.921129503407984	0.569716775599129	0.769532591103045	406	1	cdsA
phosphatidylglycerol biosynthesis II (non-plastidic)	0.846153846153846	0.921129503407984	0.569716775599129	0.769532591103045	406	1	cdsA
superpathway of sulfate assimilation and cysteine biosynthesis	0.87434554973822	0.941419343043452	-0.32469049091915	-0.691103344346591	333	6	cysN, cysJ
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	0.87546468401487	0.941419343043452	0.505997818974918	0.753145407846496	470	2	pgi, glmU
acyl carrier protein metabolism I	0.877622377622378	0.941419343043452	0.430662981229778	0.703018072981842	501	3	acpS, acpP, acpD
superpathway of fatty acid biosynthesis initiation (E. coli)	0.890334572490706	0.941419343043452	0.492911668484188	0.733667509367707	478	2	acpP, fabG
fatty acid biosynthesis initiation III	0.890334572490706	0.941419343043452	0.492911668484188	0.733667509367707	478	2	acpP, fabG
fatty acid biosynthesis initiation II	0.890334572490706	0.941419343043452	0.492911668484188	0.733667509367707	478	2	acpP, fabG
palmitoleate biosynthesis I	0.890334572490706	0.941419343043452	0.492911668484188	0.733667509367707	478	2	acpP, fabG
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	0.898924731182796	0.946622778143515	-0.4340239912759	-0.650789139393238	417	2	gmhA, rfaD
biotin-carboxyl carrier protein assembly	0.923664122137405	0.961010798371393	-0.538126361655773	-0.707515444945888	483	1	birA
threonine degradation II	0.929389312977099	0.961010798371393	-0.533769063180828	-0.701786574946326	486	1	tdh
pyruvate fermentation to acetate and lactate I	0.933168316831683	0.961010798371393	-0.324625002460519	-0.603269445369377	376	4	lldD
aspartate superpathway	0.933870967741935	0.961010798371393	0.305373095862209	0.616952837219317	578	6	thrA, nadE, dapD, dapA
glucose and xylose degradation	0.934782608695652	0.961010798371393	0.340597979228336	0.603141386454731	558	4	eno, pgk, gpmA
fatty acid biosynthesis initiation I	0.937629937629938	0.961010798371393	0.533769063180828	0.720976997400559	450	1	acpP
cysteine biosynthesis I	0.938661710037175	0.961010798371393	0.452404604215822	0.673375333601285	504	2	cysM, cysE
tetrahydrofolate biosynthesis	0.944656488549618	0.96332558911384	-0.526143790849673	-0.691761052447093	494	1	folP
proline biosynthesis I	0.964684014869889	0.979618335628566	0.42247889960731	0.628832835279589	518	2	proA, proC
pyruvate decarboxylation to acetyl CoA	0.968227424749164	0.979618335628566	0.299277293065594	0.529969443397638	578	4	aceF, aceE, lpdA
glycine cleavage	0.972043010752688	0.979637096774194	-0.371017605728904	-0.556315395428374	451	2	gcvT
formylTHF biosynthesis	0.979002624671916	0.982811973406048	-0.236842105263158	-0.530420788959084	372	7	metF, gcvT, metH, thyA, lpdA, purU, glyA
folate transformations I	0.989528795811518	0.989528795811518	-0.23658269441402	-0.503565998687562	377	6	metF, gcvT, metH, lpdA, purU, glyA
