GeneID	BaseMean	Log2FC	StdErr	Wald_Stats	Pval	P_adj	Name	Notes
ECs1268	4259.920952	1.610808756	0.366832126	4.391133271	1.13E-05	3.61E-05	ECs1268	N-glycosyltransferase
ECs1271	6296.604956	-0.285033312	0.273813691	-1.040975382	0.297886974	0.403726044	ECs1271	hypothetical protein
ECs1272	3544.688617	0.577832737	0.259505685	2.226666966	0.02596954	0.048554871	ECs1272	rtn-like protein
ECs1273	181.5246279	2.775698673	0.729922566	3.802730318	NA	NA	ECs1273	FidL-like protein
ECs1274	605.0482486	0.192474579	0.319274942	0.602848998	0.546609147	0.653249863	ECs1274	transcriptional regulator
ECs1275	473.9832367	0.868714403	0.373253742	2.327409764	0.019943467	0.038362095	ECs1275	oxidoreductase
ECs1276	110.0291516	0.440054518	0.557023183	0.790011137	0.429521264	0.540046611	ECs1276	chaperone protein
ECs1277	260.9207572	-0.471852507	0.348741073	-1.353016734	0.176050284	0.261752608	ECs1277	outer membrane protein
ECs1278	397.8694512	0.048023987	0.470513662	0.102067146	0.918703379	0.945986403	ECs1278	outer membrane usher protein
ECs1279	78.39058567	1.432894508	0.566915195	2.527528846	0.011486839	0.023152273	ECs1279	chaperone protein
ECs1280	62.4429263	1.061030739	0.600412797	1.767168762	0.077199969	0.128722144	ECs1280	major pilin protein
ECs1281	246.4528283	0.386761072	0.367716809	1.051790569	0.292895647	0.39815847	ECs1281	hypothetical protein
ECs1282	888.6584527	-0.374910084	0.276530713	-1.355762907	0.175174617	0.260681348	ECs1282	hemagglutinin/hemolysin-like protein
ECs1283	37.34206294	1.014353417	0.786446062	1.289794006	0.19712219	0.287239743	ECs1283	hemolysin activator-like protein
ECs1284	8.503540313	1.45690845	1.315763428	1.107272341	0.268176199	0.370420087	ECs1284	holo-ACP synthase
ECs1285	14.71580217	0.453355691	1.027936981	0.441034518	0.659188008	0.748278685	ECs1285	3-oxoacyl-ACP reductase
ECs1286	18.16402998	1.755667048	1.048511794	1.6744371	0.094044727	0.153173118	ECs1286	(3R)-hydroxymyristoyl-ACP dehydratase
ECs1287	21.66614529	2.208255731	1.096296546	2.014286863	0.043979424	0.078139025	ECs1287	acyl carrier protein
ECs1288	113.8352431	1.467681491	0.571182083	2.569550996	0.01018304	0.02078493	ECs1288	glycine cleavage system protein T
ECs1289	239.909126	1.024668809	0.412983926	2.481134842	0.013096482	0.026024567	ECs1289	3-oxoacyl-ACP synthase
ECs1290	161.2982436	0.645942777	0.41747652	1.547255345	0.121801685	0.191407703	ECs1290	hypothetical protein
ECs1291	86.42452898	1.895951409	0.537605905	3.526656594	0.000420842	0.001093675	ECs1291	hypothetical protein
ECs1292	50.69236835	1.093316648	0.955627196	1.144082811	0.252589296	0.352582065	ECs1292	ABC transporter ATP-binding protein
ECs1293	10.81261849	0.063857341	1.257859692	0.050766664	0.959511455	0.974098622	ECs1293	hypothetical protein
ECs1294	57.87580837	0.311610604	0.572532232	0.544267355	0.586257508	0.688165551	ECs1294	hypothetical protein
ECs1295	17.66240896	2.718211145	1.087364138	2.499816803	0.012425754	0.024846915	ECs1295	hypothetical protein
ECs1296	32.33041068	2.050034782	0.72927916	2.811042595	0.004938125	0.010714126	ECs1296	hypothetical protein
ECs1297	9.891980324	1.083782335	1.19422821	0.907516943	0.364133494	0.474259106	ECs1297	hypothetical protein
ECs1298	172.4236891	1.419725964	0.450955769	3.148259902	0.001642456	0.003862628	ECs1298	hypothetical protein
ECs1299	304.6669708	-0.342420926	0.325897213	-1.05070222	0.293395376	0.398737585	ECs1299	integrase
ECs1300	81407.2562	-4.83361273	0.302179384	-15.99583886	1.37E-57	7.39E-56	ECs1300	hypothetical protein
ECs1301	20.53819352	0.721855778	1.136959107	0.634900388	0.525493384	0.632908865	ECs1301	transposase
ECs1302	133.9522475	0.329714173	0.49657733	0.663973471	0.506707291	0.6148003	ECs1302	regulatory protein
ECs1303	3131.523775	-1.223412468	0.310469388	-3.940525274	8.13E-05	0.000232683	ECs1303	hypothetical protein
ECs1304	16.64009485	2.276989056	1.117218467	2.038087557	0.041541177	0.074206152	ECs1304	hypothetical protein
ECs1305	2859.093038	-0.70293432	0.265981305	-2.642795963	0.008222457	0.017167565	ECs1305	hypothetical protein
ECs1307	30.43134175	1.414160252	1.192124345	1.186252305	0.235522676	0.332621972	ECs1307	hypothetical protein
ECs1308	22.39348767	1.168610799	1.141693599	1.023576553	0.306035325	0.412392893	ECs1308	hypothetical protein
ECs1309	53.91826649	-2.127193788	0.896553958	-2.372633314	0.017661788	0.034249251	ECs1309	hypothetical protein
ECs1311	114.7705831	-0.721616534	0.506165441	-1.425653504	0.153968384	0.234529707	ECs1311	transposase
ECs1312	147.7117697	-0.373824602	0.548115146	-0.682018376	0.495227331	0.605078978	ECs1312	complement resistance protein
ECs1313	120.4567333	-1.447963058	0.527082097	-2.747130033	0.006011929	0.01284302	ECs1313	type I restriction endonuclease
ECs1314	11.2781587	-0.985736462	1.222337671	-0.806435476	0.419991798	0.531275874	ECs1314	hypothetical protein
ECs1315	6.453034848	0.102478759	1.421853178	0.072074079	0.942542954	0.961745867	ECs1315	hypothetical protein
ECs1316	1423.967489	1.726649298	0.301452915	5.72775785	1.02E-08	4.58E-08	ECs1316	diacylglycerol kinase
ECs1317	3501.214288	1.648064744	0.305070306	5.402245692	6.58E-08	2.75E-07	ECs1317	outer membrane protein
ECs1319	558.4269721	0.41994736	0.508526598	0.825811986	0.408910754	0.520544467	ECs1319	hypothetical protein
ECs1320	501.9276679	-1.90778965	0.446885041	-4.269083716	1.96E-05	6.09E-05	ECs1320	hypothetical protein
ECs1321	1716.23234	1.330871761	0.294257496	4.522813443	6.10E-06	2.04E-05	ECs1321	hypothetical protein
ECs1326	714.2475661	1.370024801	0.329199985	4.161679415	3.16E-05	9.54E-05	ECs1326	UreF
ECs1327	185.0278583	3.082701142	0.393632873	7.831411835	4.82E-15	3.63E-14	ECs1327	protein UreG
ECs1328	423.2539242	-0.110508329	0.349047701	-0.316599503	0.751547513	0.821568411	ECs1328	hypothetical protein
ECs1332	693.4561749	3.406649776	0.437225002	7.791525561	6.62E-15	4.95E-14	ECs1332	membrane protein
ECs1333	5836.984596	2.819006575	0.399939032	7.048590776	1.81E-12	1.13E-11	ECs1333	hypothetical protein
ECs1334	50.24862554	4.607961161	1.078858604	4.271144657	1.94E-05	6.05E-05	ECs1334	hypothetical protein
ECs1335	475.6089029	0.141044071	0.480557802	0.293500741	0.769139433	0.834726162	ECs1335	hypothetical protein
ECs1336	64.837202	-0.254074152	0.592071715	-0.429127327	0.667830566	0.755236365	ECs1336	hypothetical protein
ECs1337	39.50201658	1.364125808	0.739255423	1.845269937	0.064998281	0.11069764	ECs1337	hypothetical protein
ECs1338	74.77723608	-0.314750182	0.576320315	-0.54613758	0.584971369	0.686954002	ECs1338	IS66 family insertion sequence hypothetical protein
ECs1339	7694.757357	-1.030337742	0.30420669	-3.38696609	0.000706701	0.001775483	ECs1339	hypothetical protein
ECs1340	674.7988341	0.92817659	0.380468635	2.439561385	0.014705104	0.028934124	ECs1340	hypothetical protein
ECs1341	2134.69656	0.194621534	0.315495088	0.61687659	0.537316129	0.643708293	ECs1341	effector protein
ECs1342	403.1343782	1.375610975	0.359621052	3.825168101	0.000130683	0.000363613	ECs1342	hypothetical protein
ECs1343	911.435317	1.477840432	0.338799917	4.361985819	1.29E-05	4.10E-05	ECs1343	TerW protein
ECs1344	781.1732437	1.129656793	0.339982211	3.32269383	0.000891527	0.002199941	ECs1344	hypothetical protein
ECs1345	900.6277781	1.423453661	0.361934933	3.932899342	8.39E-05	0.000239938	ECs1345	hypothetical protein
ECs1346	572.3340375	2.021252467	0.384487483	5.257004601	1.46E-07	5.94E-07	ECs1346	hypothetical protein
ECs1347	103.5629119	1.06843922	0.547850083	1.950240134	0.051147504	0.089794499	ECs1347	hypothetical protein
ECs1348	363.8865952	1.629644673	0.361909152	4.502910917	6.70E-06	2.21E-05	ECs1348	hypothetical protein
ECs1349	164.9713963	1.676285995	0.431500384	3.884784477	0.000102421	0.000288706	ECs1349	hypothetical protein
ECs1350	328.2802595	1.453972287	0.478863391	3.036298692	0.00239502	0.00549159	ECs1350	hypothetical protein
ECs1351	7507.518012	1.819802473	0.290817682	6.257537227	3.91E-10	1.99E-09	ECs1351	protein TerZ
ECs1352	3229.270606	1.455994629	0.313043493	4.651093743	3.30E-06	1.14E-05	ECs1352	protein TerA
ECs1353	1677.450005	2.2333613	0.329500861	6.778013543	1.22E-11	7.06E-11	ECs1353	protein TerB
ECs1354	13860.93367	3.05885451	0.37506259	8.155584148	3.47E-16	2.85E-15	ECs1354	protein TerC
ECs1355	26887.68899	1.50303052	0.276567363	5.434591067	5.49E-08	2.31E-07	ECs1355	protein TerD
ECs1356	21361.62374	1.941838463	0.363437748	5.342974065	9.14E-08	3.76E-07	ECs1356	protein TerE
ECs1357	394.5088642	1.391948951	0.454201422	3.064607209	0.00217956	0.005023111	ECs1357	hypothetical protein
ECs1358	563.729114	-0.486012174	0.324781767	-1.496426903	0.134542443	0.208880619	ECs1358	protein TerF
ECs1359	139.6929935	3.444360608	0.786176809	4.381152645	1.18E-05	3.77E-05	ECs1359	hypothetical protein
ECs1360	2995.936774	2.189589722	0.278927253	7.850038667	4.16E-15	3.15E-14	ECs1360	bifunctional enterobactin receptor/adhesin protein
ECs1362	293.0498182	0.756256747	0.436139977	1.733977132	0.082922141	0.136996292	ECs1362	hypothetical protein
ECs1364	407.8314618	-1.150949125	0.413429683	-2.783905396	0.00537087	0.011587967	ECs1364	hypothetical protein
ECs1365	62.76736931	0.524059744	0.972975026	0.538615823	0.590151967	0.691986124	ECs1365	hypothetical protein
ECs1366	36.12080979	5.900750247	1.21785216	4.845210641	NA	NA	ECs1366	hypothetical protein
ECs1367	24.59671812	0.978356655	0.838957482	1.166157614	0.243550726	0.341463421	ECs1367	hypothetical protein
ECs1370	26054.00306	-6.457658993	0.276983458	-23.31424064	3.18E-120	1.72E-117	ECs1370	glucosyl-transferase
ECs1372	45.19617949	0.268958313	0.644571915	0.417266571	0.676483437	0.762312273	ECs1372	transposase
ECs1373	120.8084686	-1.165666288	0.470369153	-2.478194586	0.013204911	0.026211142	ECs1373	hypothetical protein
ECs1374	1931.684585	-4.372588879	0.339185101	-12.89145327	5.03E-38	1.42E-36	ECs1374	hypothetical protein
ECs1375	13.78656721	0.10289657	1.113179142	0.092434871	0.926352535	0.951563398	ECs1375	hypothetical protein
ECs1376	58.0843191	1.145281204	0.569919714	2.009548321	0.044479016	0.078958646	ECs1376	hypothetical protein
ECs1377	342.590858	-0.687039256	0.360101341	-1.907905294	0.056403458	0.097690139	ECs1377	hypothetical protein
ECs1378	299.2647518	-0.893012814	0.351539712	-2.540289996	0.011076059	0.022421558	ECs1378	hypothetical protein
ECs1379	2525.239634	-1.290564811	1.345320097	-0.959299437	0.337407919	0.44589285	ECs1379	hypothetical protein
ECs1380	166.4799039	1.310021068	0.681618948	1.921925837	0.05461509	0.095079827	ECs1380	transposase
ECs1381	13.96287723	0.985825851	1.331547634	0.740360935	0.459081016	0.569273089	ECs1381	transposase
ECs1382	1523.275036	-1.787871114	0.3417823	-5.231023128	1.69E-07	6.75E-07	ECs1382	HecB-like protein
ECs1383	1590.567529	-0.880632707	0.378345316	-2.327589823	0.019933894	0.038357323	ECs1383	helicase
ECs1384	2991.616345	0.13990043	0.294420307	0.475172487	0.634664036	0.72730885	ECs1384	hypothetical protein
ECs1386	2086.613101	1.094472	0.262832279	4.164146059	3.13E-05	9.44E-05	ECs1386	hypothetical protein
ECs1387	446.7721856	0.860891404	0.344541436	2.49865855	0.012466436	0.024910493	ECs1387	hypothetical protein
ECs1388	339.3215732	0.638583877	0.358440414	1.781562156	0.07482066	0.125179385	ECs1388	transcriptional regulator
ECs1389	612.5012334	1.177690143	0.35456503	3.321506756	0.000895328	0.002206301	ECs1389	hypothetical protein
ECs1391	99.96150387	-0.447574686	0.515832598	-0.867674295	0.385572662	0.496917447	ECs1391	DNA binding protein
ECs1392	156.0726156	-0.231138339	1.422920331	-0.16243941	0.870959838	0.912104892	ECs1392	hypothetical protein
ECs1393	2292.165591	0.241661473	0.290992983	0.830471823	0.406272072	0.517795862	ECs1393	hypothetical protein
ECs1394	863.1593125	2.067208813	0.376541272	5.489992636	4.02E-08	1.71E-07	ECs1394	hypothetical protein
ECs1395	1092.499365	1.17447796	0.372572758	3.152345243	0.001619647	0.003813568	ECs1395	hypothetical protein
ECs1396	831.7684169	1.090306406	0.305926281	3.563951422	0.000365314	0.00095968	ECs1396	AidA-I adhesin-like protein
ECs1397	754.5809182	1.270384853	0.338084958	3.757590576	0.000171557	0.000469137	ECs1397	hypothetical protein
ECs1398	18.80813007	0.942893425	0.981225945	0.960934054	0.336585327	0.445240898	ECs1398	hypothetical protein
ECs1399	97.96196188	1.104090239	0.50526859	2.185155107	0.028877476	0.053455944	ECs1399	hypothetical protein
ECs1400	34.25666346	1.344012029	1.696749646	0.792109804	NA	NA	ECs1400	hypothetical protein
ECs1401	94.86374379	-1.358476606	0.580525054	-2.340082648	0.019279473	0.037164173	ECs1401	hypothetical protein
ECs1402	76.86587573	1.689178852	0.649147293	2.602150343	0.009264123	0.019184396	ECs1402	hypothetical protein
ECs1403	43.18574906	1.101995799	0.650612562	1.693781926	0.09030673	0.147484632	ECs1403	DNA repair protein
ECs1404	18.04005796	1.310761147	1.365294303	0.960057582	0.337026236	0.445641675	ECs1404	hypothetical protein
ECs1405	136.9080104	-0.344612474	0.480734151	-0.71684625	0.47346897	0.583236999	ECs1405	hypothetical protein
ECs1406	33.77881379	0.505513986	0.827253058	0.611075391	0.541149671	0.647583754	ECs1406	hypothetical protein
ECs1407	50.11214081	-0.016181286	0.760492424	-0.02127738	0.983024388	0.98813955	ECs1407	hypothetical protein
ECs1408	8.564696134	1.489874326	1.177466945	1.265321572	0.205756077	0.298134106	ECs1408	hypothetical protein
ECs1409	634.2367891	-0.85922859	0.29166816	-2.945911518	0.003220045	0.007227064	ECs1409	hypothetical protein
ECs1410	5977.066447	-0.127119104	0.255975773	-0.496605999	0.619466922	0.714891526	ECs1410	dehydrogenase
ECs1411	1683.601386	0.529085572	0.296651052	1.783528388	0.074500331	0.12472061	ECs1411	hydrolase
ECs1412	4441.657194	1.245565589	0.348742463	3.57159142	0.000354819	0.00093347	ECs1412	oxidoreductase component
ECs1413	6031.512353	0.728326522	0.377202222	1.930864878	0.053499765	0.09334846	ECs1413	hypothetical protein
ECs1414	1103.393644	0.102392484	0.322084743	0.317905414	0.750556685	0.820983036	ECs1414	protein CsgG
ECs1415	314.3033891	0.687867571	0.505068261	1.361929909	0.173220006	0.258041039	ECs1415	curli assembly protein CsgF
ECs1416	424.0342811	0.638644917	0.390997736	1.633372416	0.102390695	0.165027195	ECs1416	curli assembly protein CsgE
ECs1417	3424.275585	-0.960405384	0.348754536	-2.753814746	0.00589051	0.012608535	ECs1417	DNA-binding transcriptional regulator CsgD
ECs1418	6.148989959	0.512211457	1.60123045	0.319886158	0.749054631	0.819671556	ECs1418	hypothetical protein
ECs1419	8.864948584	-1.020224894	1.22492175	-0.832889851	0.404906854	0.516664585	ECs1419	curlin minor subunit
ECs1420	155.9545713	-0.124082979	0.446628945	-0.277821177	0.781149634	0.843866261	ECs1420	cryptic curlin major subunit
ECs1422	50.23057113	-0.873800946	0.694928476	-1.257396949	0.208609933	0.301220269	ECs1422	hypothetical protein
ECs1423	591.7495495	-0.87190654	0.381036051	-2.288252087	0.022122845	0.042031074	ECs1423	hypothetical protein
ECs1424	1178.726461	-0.551328407	0.272231744	-2.02521719	0.042845067	0.076308518	ECs1424	synthase
ECs1427	17128.65936	1.73692018	0.294753145	5.89279609	3.80E-09	1.79E-08	ECs1427	glucosyltransferase MdoH
ECs1428	172.9126821	0.871695636	0.410591486	2.123024139	0.033751829	0.06173948	ECs1428	hypothetical protein
ECs1429	291.5207371	-2.205162119	0.393580264	-5.602826976	2.11E-08	9.17E-08	ECs1429	acidic protein MsyB
ECs1431	99.56255361	-1.189692485	0.481288075	-2.471892711	0.013439984	0.026628892	ECs1431	multidrug transporter
ECs1432	2000.395073	-0.171405131	0.324405884	-0.528366284	0.597245134	0.696979273	ECs1432	lipid A biosynthesis lauroyl acyltransferase
ECs1433	1239.394901	0.851519195	0.285162913	2.986079727	0.00282579	0.006392596	ECs1433	hypothetical protein
ECs1434	228.0180477	0.430049426	0.375496209	1.145283005	0.252091944	0.351978659	ECs1434	hypothetical protein
ECs1435	1359.515377	1.487726302	0.338183318	4.399171168	1.09E-05	3.49E-05	ECs1435	cytochrome
ECs1436	19.51272331	0.626078711	1.131748453	0.553195995	0.580129209	0.682749977	ECs1436	hypothetical protein
ECs1439	28.31459268	1.39795934	0.924764672	1.511691981	0.13061224	0.203655694	ECs1439	DNA damage-inducible protein I
ECs1440	2591.00933	2.583293141	0.306023773	8.441478634	3.13E-17	2.77E-16	ECs1440	dihydroorotase
ECs1441	5703.404785	0.337101766	0.2730179	1.234724047	0.216933223	0.310585443	ECs1441	hypothetical protein
ECs1442	8575.191584	0.101159814	0.307122565	0.329379297	0.741869014	0.814959675	ECs1442	glutaredoxin
ECs1443	1172.577249	-0.882333542	0.285858708	-3.086607183	0.002024549	0.004694732	ECs1443	multidrug resistance protein MdtH
ECs1444	2249.725399	-2.006980497	0.264320363	-7.592984805	3.13E-14	2.22E-13	ECs1444	ribosomal-protein-S5-alanine N-acetyltransferase
ECs1445	5175.124688	-2.517655362	0.284765778	-8.841144401	9.47E-19	9.13E-18	ECs1445	hypothetical protein
ECs1446	2708.913878	-1.822365283	0.263727537	-6.910030343	4.85E-12	2.93E-11	ECs1446	hypothetical protein
ECs1447	2520.022776	0.655027258	0.310568224	2.109125171	0.034933779	0.063686151	ECs1447	hypothetical protein
ECs1448	162.9538528	-0.523654559	0.493954338	-1.060127465	0.289086615	0.393970647	ECs1448	flagella synthesis protein FlgN
ECs1449	246.0050548	-1.314359112	0.447461764	-2.93736631	0.003310129	0.007413866	ECs1449	anti-sigma-28 factor FlgM
ECs1463	1812.104453	3.289221289	1.679825168	1.958073586	NA	NA	ECs1463	hypothetical protein
ECs1464	994.6476797	1.568931347	0.310875619	5.046813745	4.49E-07	1.72E-06	ECs1464	23S rRNA pseudouridylate synthase C
ECs1466	35636.59408	3.280842457	0.266595138	12.30646019	8.36E-35	1.97E-33	ECs1466	hypothetical protein
ECs1468	11508.06321	2.583967226	0.243041913	10.63177618	2.12E-26	3.35E-25	ECs1468	glycerol-3-phosphate acyltransferase PlsX
ECs1469	14017.82335	1.27002033	0.273439405	4.644613427	3.41E-06	1.17E-05	ECs1469	3-oxoacyl-ACP synthase III
ECs1470	14275.85405	1.751398498	0.317141541	5.522450615	3.34E-08	1.43E-07	ECs1470	ACP S-malonyltransferase
ECs1473	177477.5691	1.558297126	0.332866416	4.681448926	2.85E-06	9.91E-06	ECs1473	3-oxoacyl-ACP synthase
ECs1474	592.2509417	1.684242849	0.40579361	4.150491305	3.32E-05	9.98E-05	ECs1474	4-amino-4-deoxychorismate lyase
ECs1475	641.9556903	1.208874111	0.311472137	3.881162928	0.000103958	0.000292413	ECs1475	hypothetical protein
ECs1477	1244.229208	1.646779558	0.280007719	5.881193436	4.07E-09	1.91E-08	ECs1477	DNA polymerase III subunit delta'
ECs1478	5588.560789	1.230543892	0.350197693	3.513854933	0.000441654	0.001144112	ECs1478	metallodependent hydrolase
ECs1479	20824.44548	3.328929166	0.36053597	9.233278902	2.62E-20	2.82E-19	ECs1479	PTS system glucose-specific transporter subunit IIBC
ECs1480	42461.53654	2.635006432	0.352509232	7.474999782	7.72E-14	5.31E-13	ECs1480	ferric-rhodotorulic acid outer membrane transporter
ECs1481	13531.96062	1.020176853	0.311240432	3.277777393	0.001046279	0.002536675	ECs1481	purine nucleoside phosphoramidase
ECs1482	4334.856226	0.810173058	0.308419578	2.626853537	0.008617842	0.017949136	ECs1482	hypothetical protein
ECs1483	2682.516048	0.699184515	0.344107092	2.031880572	0.042165748	0.07522247	ECs1483	hypothetical protein
ECs1485	3717.493135	1.253154746	0.352393123	3.55612713	0.000376362	0.000986309	ECs1485	beta-hexosaminidase
ECs1486	10768.31769	-1.529725825	0.284753514	-5.372105164	7.78E-08	3.23E-07	ECs1486	hypothetical protein
ECs1487	13963.65775	2.653158416	0.323207576	8.208837344	2.23E-16	1.85E-15	ECs1487	NADH dehydrogenase
ECs1488	1352.004168	2.439333852	0.35361255	6.89832375	5.26E-12	3.17E-11	ECs1488	hypothetical protein
ECs1489	339.6943214	0.30668929	0.343543169	0.892724169	0.372004904	0.483115132	ECs1489	hypothetical protein
ECs1490	1138.090955	4.857184607	0.318979969	15.2272402	2.33E-52	1.06E-50	ECs1490	hypothetical protein
ECs1492	8510.01991	1.29084401	0.286232753	4.509770441	6.49E-06	2.15E-05	ECs1492	transcription-repair coupling factor
ECs1493	2843.001574	-0.394926663	0.275131546	-1.435410328	0.151170205	0.230804481	ECs1493	hypothetical protein
ECs1494	2555.201972	0.794008204	0.307274692	2.584033844	0.009765221	0.020053182	ECs1494	outer membrane-specific lipoprotein transporter subunit LolC
ECs1496	5127.084192	1.992702314	0.287879855	6.9219929	4.45E-12	2.70E-11	ECs1496	outer membrane-specific lipoprotein transporter subunit LolE
ECs1497	2743.935527	1.462307129	0.298069389	4.90592856	9.30E-07	3.45E-06	ECs1497	N-acetyl-D-glucosamine kinase
ECs1498	2625.74438	1.670309493	0.325312974	5.134469343	2.83E-07	1.11E-06	ECs1498	NAD-dependent deacetylase
ECs1501	3172.485007	0.166895222	0.283040463	0.589651459	0.555424345	0.660939308	ECs1501	integrase
ECs1502	549.5802155	-1.860597756	0.379512911	-4.902594096	9.46E-07	3.51E-06	ECs1502	excisionase
ECs1503	464.4131163	-1.029153451	0.544561473	-1.889875621	0.058774597	0.101407271	ECs1503	hypothetical protein
ECs1504	5856.888377	-0.841365975	0.396577573	-2.121567208	0.033874099	0.061900337	ECs1504	hypothetical protein
ECs1505	3066.544069	-1.886354948	0.317786769	-5.935914057	2.92E-09	1.39E-08	ECs1505	hypothetical protein
ECs1506	6731.398424	-0.829970051	0.351047069	-2.364269993	0.018065641	0.034973892	ECs1506	phage repressor
ECs1507	147.0924865	0.482556216	0.809109959	0.596403753	0.550905534	0.657367755	ECs1507	hypothetical protein
ECs1508	2238.657464	-1.762746328	0.395083379	-4.461707123	8.13E-06	2.65E-05	ECs1508	hypothetical protein
ECs1509	796.1228776	-2.156681008	0.325474013	-6.626277122	3.44E-11	1.92E-10	ECs1509	hypothetical protein
ECs1510	433.3291656	-1.838231548	0.471968586	-3.894817588	9.83E-05	0.000277866	ECs1510	replication protein
ECs1511	644.7814014	-1.657009388	0.335304954	-4.941798105	7.74E-07	2.89E-06	ECs1511	hypothetical protein
ECs1512	76.76260964	-2.608542489	0.564098484	-4.62426786	3.76E-06	1.29E-05	ECs1512	hypothetical protein
ECs1513	33.45688021	-1.707257636	0.787460984	-2.16805362	0.030154607	0.055648676	ECs1513	hypothetical protein
ECs1514	40.47780986	-1.037616867	0.722601169	-1.435946843	0.151017468	0.230684406	ECs1514	hypothetical protein
ECs1515	242.4400197	-1.875489594	0.411795938	-4.554414998	5.25E-06	1.77E-05	ECs1515	hypothetical protein
ECs1516	459.0970343	-1.72474877	0.356730306	-4.834881534	1.33E-06	4.83E-06	ECs1516	hypothetical protein
ECs1517	168.0707061	-1.049003972	0.465487341	-2.253560686	0.024223819	0.045733556	ECs1517	hypothetical protein
ECs1518	1502.624081	-2.287251164	0.29796867	-7.67614651	1.64E-14	1.19E-13	ECs1518	hypothetical protein
ECs1520	265401.7573	-1.143955843	0.246690071	-4.637218827	3.53E-06	1.21E-05	ECs1520	prophage maintenance protein
ECs1521	8.497043105	-1.862126486	1.198163966	-1.554149965	0.120148649	0.189194773	ECs1521	hypothetical protein
ECs1522	21.89994886	0.268315862	1.015154628	0.264310337	0.791540795	0.852707461	ECs1522	hypothetical protein
ECs1523	56.01232067	-1.010221021	0.709314144	-1.424222299	0.154382132	0.234979502	ECs1523	crossover junction endodeoxyribonuclease
ECs1524	175.9202587	-1.191526553	0.46047313	-2.58761364	0.009664331	0.019891312	ECs1524	antitermination protein
ECs1525	7358.280933	-1.964655526	0.384098595	-5.114977119	3.14E-07	1.23E-06	ECs1525	hypothetical protein
ECs1526	4.350992885	-0.591186324	1.430436105	-0.413290969	0.679393446	0.764505359	ECs1526	hypothetical protein
ECs1527	129.2974369	-0.56308977	0.465975964	-1.208409476	0.226889797	0.322450581	ECs1527	hypothetical protein
ECs1528	13.68864416	1.996337187	1.303141295	1.531942235	0.12553669	0.196482006	ECs1528	hypothetical protein
ECs1529	7.954736023	0.754437015	1.480913767	0.509440206	0.6104437	0.708256108	ECs1529	hypothetical protein
ECs1530	0.785947761	1.528730188	1.680620162	0.909622663	0.363021542	NA	ECs1530	holin
ECs1531	9.371014054	-0.201075	1.117545285	-0.179925595	0.857210981	0.901394077	ECs1531	hypothetical protein
ECs1532	45.02632469	-0.502405008	0.666292677	-0.754030511	0.450830901	0.561359195	ECs1532	endolysin
ECs1533	1.933724405	-0.643372078	1.691916535	-0.380262303	0.703750715	0.783404011	ECs1533	antirepressor protein
ECs1534	9.416238051	-0.267099693	1.200733168	-0.222447168	0.823965796	0.876902341	ECs1534	endopeptidase
ECs1535	0	NA	NA	NA	NA	NA	ECs1535	putative lipoprotein Rz1 precursor
ECs1536	24.38160853	0.250211865	0.856726529	0.292055698	0.770244038	0.835548469	ECs1536	hypothetical protein
ECs1537	129.6820716	-0.556220318	0.64412323	-0.863530909	0.387845633	0.499489769	ECs1537	hypothetical protein
ECs1538	1460.505528	-3.473716068	0.437825496	-7.934019593	2.12E-15	1.65E-14	ECs1538	hypothetical protein
ECs1539	280.0446918	2.911064993	1.47325368	1.975942794	NA	NA	ECs1539	hypothetical protein
ECs1540	467.4957058	-0.57087062	1.457725886	-0.391617262	0.695341031	0.776798489	ECs1540	Dnase
ECs1541	0.245049013	0.629893618	1.676499011	0.375719648	0.707125329	NA	ECs1541	terminase small subunit
ECs1542	0.143119514	-0.160415595	1.676499011	-0.095684873	0.923770855	NA	ECs1542	large terminase subunit
ECs1543	1.819983483	2.133105319	1.690873777	1.261540245	0.20711427	0.299700665	ECs1543	major head protein/prohead proteinase
ECs1544	690.027928	-0.836515402	0.360485311	-2.320525623	0.02031246	0.038961028	ECs1544	portal protein
ECs1545	57.04484387	0.313234076	0.668299309	0.468703276	0.639281745	0.731361032	ECs1545	hypothetical protein
ECs1546	43.48866459	-1.707814317	0.805757842	-2.11951312	0.034047126	0.062174512	ECs1546	head-tail adapotor
ECs1547	51.6769838	-1.35009183	0.606015774	-2.227816317	0.025892766	0.048461582	ECs1547	hypothetical protein
ECs1548	62.70099756	-0.466979336	0.650344867	-0.718048777	0.472727212	0.582486598	ECs1548	hypothetical protein
ECs1549	32.36054543	-0.033941023	0.936409717	-0.036245911	0.971086279	0.980695609	ECs1549	major tail subunit
ECs1550	0	NA	NA	NA	NA	NA	ECs1550	tail assembly chaperone
ECs1551	0.139249968	-0.160415595	1.676499011	-0.095684873	0.923770855	NA	ECs1551	phage tail protein
ECs1554	0	NA	NA	NA	NA	NA	ECs1554	minor tail protein
ECs1555	55.48747367	1.329799609	0.923069422	1.44062795	0.14968982	0.229065177	ECs1555	minor tail protein
ECs1556	2654.190642	-0.308890603	0.292060438	-1.057625624	0.290226156	0.395224893	ECs1556	regulatory protein
ECs1557	327.7955907	-1.100612709	0.383894409	-2.86696728	0.004144259	0.009093831	ECs1557	antirepressor protein
ECs1558	469.8639165	-1.850513641	0.361270784	-5.122234409	3.02E-07	1.19E-06	ECs1558	tail assembly protein
